Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_Gls_1,stats_Ast_1,stats_G+A_1,stats_G-PK_1,stats_G+A-PK,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp_1,passing_Att_1,passing_Cmp%_1,passing_Cmp_2,passing_Att_2,passing_Cmp%_2,passing_Cmp_3,passing_Att_3,passing_Cmp%_3,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive_1,gca_PassDead_1,gca_TO_1,gca_Sh_1,gca_Fld_1,gca_Def_1,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl_1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Óscar Manzanarez,mx MEX,DF,Querétaro,Liga MX,29-292,1995,9,7,606,6.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Querétaro,Liga MX,29-292,1995,6.7,0,1,0,0.0,0.15,0.0,0.0,0.0,0.0,0,0,mx MEX,DF,Querétaro,Liga MX,29-292,1995,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Querétaro,Liga MX,29-292,1995,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Querétaro,Liga MX,29-292,1995,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Querétaro,Liga MX,29-292,1995,6.7,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,mx MEX,DF,Querétaro,Liga MX,29-292,1995,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,DF,Querétaro,Liga MX,29-292,1995,9,606,67,29.3,6.7,7,83,5,2,14,5,0.67,5,13,-8,-1.19,-0.57,mx MEX,DF,Querétaro,Liga MX,29-292,1995,6.7,4,0,0,8,2,0,1,16,9,0.0,0.0,0
Ricardo Marín,mx MEX,FW,Guadalajara,Liga MX,26-329,1998,14,6,627,7.0,3,1,4,3,0,0,0,0,0.43,0.14,0.57,0.43,0.57,mx MEX,FW,Puebla,Liga MX,26-329,1998,1.0,1,3,1,33.3,3.14,1.05,0.33,1.0,0.0,0,0,mx MEX,FW,Puebla,Liga MX,26-329,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Puebla,Liga MX,26-329,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Puebla,Liga MX,26-329,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Puebla,Liga MX,26-329,1998,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,mx MEX,FW,Puebla,Liga MX,26-329,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,Puebla,Liga MX,26-329,1998,2,86,43,4.2,1.0,0,0,0,2,43,0,1.5,2,1,1,1.05,1.73,mx MEX,FW,Puebla,Liga MX,26-329,1998,1.0,0,0,0,3,2,0,0,0,0,0.0,0.0,0
Salvador Mariscal,mx MEX,MF,Santos,Liga MX,21-294,2003,21,14,"1,331",14.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,21-294,2003,14.8,0,9,1,11.1,0.61,0.07,0.0,0.0,0.0,0,0,mx MEX,MF,Santos,Liga MX,21-294,2003,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,21-294,2003,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,21-294,2003,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,21-294,2003,14.8,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,21-294,2003,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Santos,Liga MX,21-294,2003,21,"1,331",63,64.3,14.8,14,83,10,7,24,2,0.33,10,25,-15,-1.01,-0.65,mx MEX,MF,Santos,Liga MX,21-294,2003,14.8,3,0,0,18,5,0,0,17,20,0.0,0.0,0
Ángel Márquez,mx MEX,MF,Atlas,Liga MX,24-234,2000,21,20,"1,636",18.2,5,1,6,5,0,0,3,1,0.28,0.06,0.33,0.28,0.33,mx MEX,MF,Atlas,Liga MX,24-234,2000,18.2,5,28,8,28.6,1.54,0.44,0.18,0.63,0.0,0,0,mx MEX,MF,Atlas,Liga MX,24-234,2000,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Atlas,Liga MX,24-234,2000,18.2,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Atlas,Liga MX,24-234,2000,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Atlas,Liga MX,24-234,2000,18.2,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,mx MEX,MF,Atlas,Liga MX,24-234,2000,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Atlas,Liga MX,24-234,2000,21,"1,636",78,79.0,18.2,20,81,9,1,18,0,1.26,19,24,-5,-0.28,-0.07,mx MEX,MF,Atlas,Liga MX,24-234,2000,18.2,3,1,0,19,51,1,23,23,29,0.0,0.0,0
Henry Martín,mx MEX,FW,América,Liga MX,32-084,1992,19,15,"1,381",15.3,9,7,16,9,0,0,0,0,0.59,0.46,1.04,0.59,1.04,mx MEX,FW,América,Liga MX,32-084,1992,15.3,9,27,14,51.9,1.76,0.91,0.33,0.64,0.0,0,0,mx MEX,FW,América,Liga MX,32-084,1992,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,América,Liga MX,32-084,1992,15.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,América,Liga MX,32-084,1992,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,América,Liga MX,32-084,1992,15.3,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,mx MEX,FW,América,Liga MX,32-084,1992,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,América,Liga MX,32-084,1992,19,"1,381",73,66.7,15.3,15,84,8,4,31,0,1.8,28,21,7,0.46,0.59,mx MEX,FW,América,Liga MX,32-084,1992,15.3,0,0,0,10,33,10,2,1,6,0.0,0.0,0
Guillermo Martínez Ayala,mx MEX,FW,UNAM,Liga MX,29-332,1995,21,14,"1,224",13.6,4,1,5,3,1,1,4,0,0.29,0.07,0.37,0.22,0.29,mx MEX,FW,UNAM,Liga MX,29-332,1995,13.6,4,49,16,32.7,3.6,1.18,0.06,0.19,0.0,1,1,mx MEX,FW,UNAM,Liga MX,29-332,1995,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,UNAM,Liga MX,29-332,1995,13.6,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,UNAM,Liga MX,29-332,1995,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,UNAM,Liga MX,29-332,1995,13.6,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,mx MEX,FW,UNAM,Liga MX,29-332,1995,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,FW,UNAM,Liga MX,29-332,1995,21,"1,224",58,59.1,13.6,14,73,3,7,29,0,1.7,17,11,6,0.44,0.23,mx MEX,FW,UNAM,Liga MX,29-332,1995,13.6,4,0,0,19,15,6,3,3,2,0.0,0.0,0
Emilio Martínez González,mx MEX,"DF,MF",Necaxa,Liga MX,22-008,2003,13,10,809,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Necaxa,Liga MX,22-008,2003,9.0,0,5,1,20.0,0.56,0.11,0.0,0.0,0.0,0,0,mx MEX,"DF,MF",Necaxa,Liga MX,22-008,2003,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Necaxa,Liga MX,22-008,2003,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Necaxa,Liga MX,22-008,2003,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Necaxa,Liga MX,22-008,2003,9.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,mx MEX,"DF,MF",Necaxa,Liga MX,22-008,2003,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Necaxa,Liga MX,22-008,2003,13,809,62,39.1,9.0,10,77,3,3,14,7,1.38,11,9,2,0.22,0.79,mx MEX,"DF,MF",Necaxa,Liga MX,22-008,2003,9.0,0,0,0,6,10,0,4,6,11,0.0,0.0,0
Alejandro Mayorga,mx MEX,"DF,MF",Necaxa,Liga MX,27-257,1997,20,16,"1,333",14.8,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,mx MEX,"DF,MF",Necaxa,Liga MX,27-257,1997,14.8,0,6,2,33.3,0.41,0.14,0.0,0.0,0.0,0,0,mx MEX,"DF,MF",Necaxa,Liga MX,27-257,1997,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Necaxa,Liga MX,27-257,1997,14.8,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Necaxa,Liga MX,27-257,1997,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Necaxa,Liga MX,27-257,1997,14.8,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,mx MEX,"DF,MF",Necaxa,Liga MX,27-257,1997,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Necaxa,Liga MX,27-257,1997,20,"1,333",67,64.4,14.8,16,77,6,4,26,3,0.95,20,19,1,0.07,0.92,mx MEX,"DF,MF",Necaxa,Liga MX,27-257,1997,14.8,1,0,0,15,8,2,26,18,19,0.0,0.0,0
Alan Medina,mx MEX,"MF,DF",Querétaro,Liga MX,27-175,1997,15,6,569,6.3,0,2,2,0,0,0,0,0,0.0,0.32,0.32,0.0,0.32,mx MEX,"MF,DF",Querétaro,Liga MX,27-175,1997,6.3,0,8,1,12.5,1.27,0.16,0.0,0.0,0.0,0,0,mx MEX,"MF,DF",Querétaro,Liga MX,27-175,1997,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,DF",Querétaro,Liga MX,27-175,1997,6.3,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,DF",Querétaro,Liga MX,27-175,1997,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,DF",Querétaro,Liga MX,27-175,1997,6.3,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,mx MEX,"MF,DF",Querétaro,Liga MX,27-175,1997,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,DF",Querétaro,Liga MX,27-175,1997,15,569,38,27.5,6.3,6,66,0,9,19,4,0.93,6,17,-11,-1.74,-1.32,mx MEX,"MF,DF",Querétaro,Liga MX,27-175,1997,6.3,0,0,0,9,4,2,9,6,8,0.0,0.0,0
Diego Medina,mx MEX,"MF,DF",Santos,Liga MX,23-335,2001,7,6,475,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,DF",Santos,Liga MX,23-335,2001,5.3,0,4,2,50.0,0.76,0.38,0.0,0.0,0.0,0,0,mx MEX,"MF,DF",Santos,Liga MX,23-335,2001,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,DF",Santos,Liga MX,23-335,2001,5.3,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,DF",Santos,Liga MX,23-335,2001,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,DF",Santos,Liga MX,23-335,2001,5.3,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,mx MEX,"MF,DF",Santos,Liga MX,23-335,2001,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"MF,DF",Santos,Liga MX,23-335,2001,7,475,68,22.9,5.3,6,74,2,1,29,0,0.71,5,9,-4,-0.76,0.03,mx MEX,"MF,DF",Santos,Liga MX,23-335,2001,5.3,1,0,0,5,9,1,15,3,8,0.0,0.0,0
Stefan Medina,co COL,DF,Monterrey,Liga MX,32-241,1992,20,19,"1,698",18.9,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,co COL,DF,Monterrey,Liga MX,32-241,1992,18.9,0,10,2,20.0,0.53,0.11,0.0,0.0,0.0,0,0,co COL,DF,Monterrey,Liga MX,32-241,1992,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,co COL,DF,Monterrey,Liga MX,32-241,1992,18.9,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,co COL,DF,Monterrey,Liga MX,32-241,1992,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,co COL,DF,Monterrey,Liga MX,32-241,1992,18.9,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,co COL,DF,Monterrey,Liga MX,32-241,1992,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,co COL,DF,Monterrey,Liga MX,32-241,1992,20,"1,698",85,82.0,18.9,19,88,18,1,34,0,1.73,31,25,6,0.32,0.08,co COL,DF,Monterrey,Liga MX,32-241,1992,18.9,4,0,0,26,16,1,20,29,23,0.0,0.0,0
Aaron Mejía Montoya,mx MEX,"DF,MF",Tijuana,Liga MX,23-249,2001,21,14,"1,319",14.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Tijuana,Liga MX,23-249,2001,14.7,0,4,0,0.0,0.27,0.0,0.0,0.0,0.0,0,0,mx MEX,"DF,MF",Tijuana,Liga MX,23-249,2001,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Tijuana,Liga MX,23-249,2001,14.7,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Tijuana,Liga MX,23-249,2001,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Tijuana,Liga MX,23-249,2001,14.7,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,mx MEX,"DF,MF",Tijuana,Liga MX,23-249,2001,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,"DF,MF",Tijuana,Liga MX,23-249,2001,21,"1,319",63,63.7,14.7,14,79,9,7,30,2,1.54,20,23,-3,-0.2,-0.44,mx MEX,"DF,MF",Tijuana,Liga MX,23-249,2001,14.7,1,0,0,25,24,1,10,8,16,0.0,0.0,0
Bruno Méndez,uy URU,DF,Toluca,Liga MX,25-153,1999,15,12,"1,132",12.6,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,uy URU,DF,Toluca,Liga MX,25-153,1999,12.6,0,6,2,33.3,0.48,0.16,0.0,0.0,0.0,0,0,uy URU,DF,Toluca,Liga MX,25-153,1999,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,uy URU,DF,Toluca,Liga MX,25-153,1999,12.6,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uy URU,DF,Toluca,Liga MX,25-153,1999,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uy URU,DF,Toluca,Liga MX,25-153,1999,12.6,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,uy URU,DF,Toluca,Liga MX,25-153,1999,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uy URU,DF,Toluca,Liga MX,25-153,1999,15,"1,132",75,54.7,12.6,12,90,12,3,17,5,1.87,26,17,9,0.72,-0.53,uy URU,DF,Toluca,Liga MX,25-153,1999,12.6,0,1,0,5,1,1,3,21,14,0.0,0.0,0
Stiven Mendoza,co COL,MF,León,Liga MX,32-228,1992,14,13,"1,128",12.5,5,0,5,5,0,1,4,1,0.4,0.0,0.4,0.4,0.4,co COL,MF,León,Liga MX,32-228,1992,12.5,5,32,11,34.4,2.55,0.88,0.16,0.45,0.0,0,1,co COL,MF,León,Liga MX,32-228,1992,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,co COL,MF,León,Liga MX,32-228,1992,12.5,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,co COL,MF,León,Liga MX,32-228,1992,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,co COL,MF,León,Liga MX,32-228,1992,12.5,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,co COL,MF,León,Liga MX,32-228,1992,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,co COL,MF,León,Liga MX,32-228,1992,14,"1,128",81,54.5,12.5,13,85,6,1,24,0,1.36,20,15,5,0.4,1.07,co COL,MF,León,Liga MX,32-228,1992,12.5,4,1,0,18,19,3,20,1,7,0.0,0.0,0
Roberto Meraz,mx MEX,MF,Mazatlán,Liga MX,25-190,1999,19,17,"1,429",15.9,0,1,1,0,0,0,6,0,0.0,0.06,0.06,0.0,0.06,mx MEX,MF,Mazatlán,Liga MX,25-190,1999,15.9,0,14,3,21.4,0.88,0.19,0.0,0.0,0.0,0,0,mx MEX,MF,Mazatlán,Liga MX,25-190,1999,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Mazatlán,Liga MX,25-190,1999,15.9,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Mazatlán,Liga MX,25-190,1999,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Mazatlán,Liga MX,25-190,1999,15.9,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,mx MEX,MF,Mazatlán,Liga MX,25-190,1999,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mx MEX,MF,Mazatlán,Liga MX,25-190,1999,19,"1,429",75,69.0,15.9,17,82,11,2,14,1,1.05,12,19,-7,-0.44,-0.16,mx MEX,MF,Mazatlán,Liga MX,25-190,1999,15.9,6,0,0,18,9,0,7,12,15,0.0,0.0,0
